59;168;192;32;NAESTVED;x;
60;0;195;160;ODENSE;x;
61;42;198;33;SVENDBORG;x;
62;84;201;161;NYKOBING;x;
63;126;204;34;NAKSKOV;x;
64;168;207;162;SLAGELSE;x;
65;0;210;35;LUND;x;
66;42;0;163;TRELLEBORG;x;
67;84;3;36;TOMMERUP;x;
68;126;6;164;HELSINGBORG;x;
69;168;9;37;HALMSTAD;x;
70;0;12;165;ONSALA;x;
71;42;15;38;LAHOLM;x;
72;84;18;166;RONNE;x;
73;126;21;39;BREGNE;x;
74;168;24;167;RONNEBY;x;
75;0;27;40;AVASKAR;x;
76;42;30;168;AALBORG;x;
77;84;33;41;RINGKOBING;x;
78;126;36;169;VARDE;x;
79;168;39;42;HUSUMBRO;x;
80;0;42;170;HAFN;x;
81;42;45;43;GOINGE;x;
82;84;48;171;LISTER;x;
83;168;99;52;JURMALA;x;
84;0;102;180;BAUSKA;x;
85;42;105;53;DOBELE;x;
86;84;108;181;MITAU;x;
87;0;117;55;PILTENE;x;
88;42;120;183;CEKLIS;x;
89;84;123;56;KANDAVA;x;
90;126;126;184;BANDAVA;x;
91;168;129;57;GROBIN;x;
92;0;132;185;PALANGA;x;
93;42;135;58;DUVZARE;x;
94;84;138;186;DUNDAGA;x;
95;126;141;59;MEMEL;x;
96;168;144;187;TILSIT;x;
97;0;147;60;RAGNIT;x;
98;42;150;188;NEUENBURG;x;
99;84;153;61;LABIAU;x;
100;126;156;189;JURBARKAS;x;
101;168;159;62;RASEINIAI;x;
102;0;162;190;TAURAGE;x;
103;42;165;63;MEDENIKEN;x;
104;84;168;191;SIAULIAI;x;
105;126;171;64;TELSIAI;x;
106;168;174;192;VELIUONA;x;
107;0;177;65;KAUNAS;x;
108;42;180;193;KEDAINIAI;x;
109;84;183;66;UPYTE;x;
110;126;186;194;SELPILS;x;
111;168;21;202;VILKMERGE;x;
112;0;24;75;OKNIST;x;
113;42;27;203;UTENA;x;
114;84;30;76;BIRZAI;x;
115;126;33;204;TRAKAI;x;
116;168;36;77;KERNAVE;x;
117;0;39;205;VILNIUS;x;
118;42;42;78;PANEMUNE;x;
119;84;45;206;SUVALKAI;x;
120;126;48;79;VILKAVISKIS;x;
121;168;51;207;VALKININKAI;x;
122;0;54;80;MERKINE;x;
123;42;57;208;GRODNO;x;
124;84;60;81;ALITEN;x;
125;126;63;209;SEJNY;x;
126;168;66;82;LIDA;x;
127;0;69;210;KREVA;x;
128;42;72;83;BRASLAU;x;
129;0;21;10;STRAND;x;
130;42;24;138;HOLSTEBRO;x;
131;84;27;11;ORMSTRUP;x;
132;126;30;139;YCOST;x;
133;168;33;12;RANDROS;x;
134;0;36;140;TARM;x;
135;42;39;13;DJURSLAND;x;
136;84;42;141;TAULOV;x;
137;126;45;14;MIDDELFART;x;
138;0;48;50;LIONGBY;x;
139;42;51;178;WANNAMO;x ;
140;84;54;51;VAXJO;x ;
141;126;57;179;ALLBO;x;
142;168;60;52;KINNEVALD;x;
143;0;63;180;NORRVIDINGE;x;
144;42;66;53;UPPVIDINGE;x;
145;84;69;181;KALMAR;x;
146;126;72;54;HOGSBY;x ;
147;168;75;182;HULINGSRYD;x ;
148;0;78;55;VIMMERBY;x;
149;42;81;183;HULTABY;x;
150;84;84;56;JONKOPING;x;
151;126;87;184;EKSJO;x ;
152;168;90;57;BORGHOLM;x ;
153;0;93;185;EKETORP;x;
154;168;105;187;FALKÖPING;x;
155;84;129;191;ORABRO;x ;
156;126;132;64;RISEBERGA;x;
157;0;138;65;SUDHERKOPUNG;x;
158;42;141;193;HAMARKINDA;x;
159;84;144;66;LIUNGA;x;
160;126;147;194;SKAENNINGE;x;
161;168;150;67;VRETA;x;
162;0;153;195;WISINGHNO;x;
163;42;156;68;TALJE;x;
164;84;159;196;NYKOPUNG;x;
165;126;162;69;SUNDBY;x;
166;168;165;197;STRIGINES;x;
167;0;168;70;BIRKEVIK;x;
168;42;171;198;SIGTUNA;x;
169;84;174;71;UPPSALA;x;
170;126;177;199;ENESCOPINGE;x;
171;168;180;72;OSTHAMMAR;x ;
172;42;186;73;VAESTRAAROS;x ;
173;84;189;201;ARBUGAE;x ;
174;168;42;212;WYSBU;x;
175;0;45;85;GARNAE;x;
176;42;48;213;BURSS;x;
177;84;51;86;FAROO;x;
178;42;87;63;HELSINGORA;x;
179;168;24;17;KOLDING;x;
180;0;42;20;Olsztyn;x;			#POL>MPL>Krakowska
181;126;96;29;Istria;x;
182;168;99;157;Veglia;x;
183;0;102;30;Varadzin;x;
184;42;105;158;Zagreb;x;
185;84;108;31;Krizevci;x;
186;126;111;159;Usora;x;
187;168;114;32;Senj;x;
188;0;117;160;Zadar;x;
189;42;120;33;Zachlumia;x;
190;84;123;161;Split;x;
191;126;126;34;Ragusa;x;
192;168;129;162;Zeta;x;
193;0;132;35;Dyrrachion;x;
194;42;135;163;Ochrid;x;
195;84;138;36;Epeiros;x;
196;126;141;164;Arta;x;
197;168;144;37;Cephalonia;x;
198;0;147;165;Hellas;x;
199;42;150;38;Achaia;x;
200;84;153;166;Methone;x;
201;126;156;39;Monemvasia;x;
202;168;159;167;Kaneia;x;
203;0;162;40;Chandax;x;
204;42;165;168;Korinthos;x;
205;84;168;41;Atheniai;x;
206;126;171;169;Rhodos;x;
207;168;174;42;Naxos;x;
208;0;177;170;Euboia;x;
209;42;180;43;Chios;x;
210;84;183;171;Lesbos;x;
211;126;186;44;Demetrias;x;
212;168;189;172;Thessalia;x;
213;0;192;45;Thessalonike;x;
214;42;195;173;Chalkidike;x;
215;84;198;46;Strymon;x;
216;126;201;174;Philippopolis;x;
217;168;204;47;Adrianopolis;x;
218;0;207;175;Kaliopolis;x;
219;42;210;48;Byzantion;x;
220;84;0;176;Thrake;x;
221;126;3;49;Mesembria;x;
222;168;6;177;Tyrnovo;x;
223;0;9;50;Serdica;x;
224;42;12;178;Naissus;x;
225;84;15;51;Rashka;x;
226;126;18;179;Hum;x;
227;168;21;52;Rama;x;
228;0;24;180;Belgrade;x;
229;42;27;53;Vidin;x;
230;84;30;181;Nikopolis;x;
231;126;33;54;Dorostotum;x;
232;168;36;182;Karvuna;x;
233;0;39;55;Constantia;x;
234;42;42;183;Galati;x;				#MOL>GAL>Galati
235;84;45;56;Cetatea Alba;x;		#MOL>CET>Cetatea Alba
236;126;48;184;Barlad;x;			#MOL>BAR>Barlad
237;168;51;57;Turnu;x;				#WAL>OLT>Giurgiu
238;0;54;185;Targoviste;x;			#WAL>ALP>Campulung
239;42;57;58;Severin;x;				#WAL>OLT>Severin
240;84;60;186;Temes;x;
241;126;63;59;Bacs;x;
242;168;66;187;Feher;x;
243;0;69;60;Bihar;x;
244;42;72;188;Csanad;x;
245;84;75;61;Pest;x;
246;126;78;189;Hewes;x;
247;168;81;62;Gemer;x;
248;0;84;190;Orava;x;
249;126;21;144;Czestochowa;x;		#POL>MPL>Krakowska
250;84;90;191;Krakow;x;				#POL>MPL>Krakowska
251;126;93;64;Sieradz;x;			#POL>KUJ>Sieradzka
252;168;96;192;Plock;x;				#POL>MAZ>Plocka
253;0;99;65;Czersk;x;				#POL>MAZ>Czerska
254;42;102;193;Sandomierz;x;		#POL>MPL>Sandomierska
255;84;105;66;Sacz;x;				#POL>MPL>Sacz
256;126;108;194;Saris;x;
257;168;111;67;Peremyshl;x;			#RUS>KHV>CHE>Peremyshl
258;0;114;195;Volodymyr;x;			#RUS>KHV>VOL>Volodymyr
259;42;117;68;Halych;x;				#RUS>KHV>HAL>Halych
260;84;120;196;Bereg;x;
261;126;123;69;Abauj;x;
262;168;126;197;Marmaros;x;
263;0;129;70;Szekelyfold;x;
264;42;132;198;Iasi;x;				#MOL>MOL>Iasi
265;84;135;71;Olbia_ETEL;x;			#Caspian Pontic Steppe
266;126;138;199;Okachiv;x;			#Caspian Pontic Steppe
267;168;141;72;Korsun;x;			#RUS>RUT>KIE>Kiev
268;0;144;200;Suceava;x;			#MOL>SUC>Suceava
269;42;147;73;Terebovl;x;			#RUS>KHV>HAL>Terebovl
270;84;150;201;Kiev;x;				#RUS>RUT>KIE>Kiev
271;126;153;74;Pinsk;x;				#RUS>WRU>PIN>Pinsk
272;168;156;202;Berestye;x;			#RUS>KHV>VOL>Berestye
273;0;159;75;Minsk;x;				#RUS>WRU>MIN>Minsk
274;42;162;203;Mstislavl;x;			#RUS>WRU>SMO>Smolensk
275;84;165;76;Turov;x;				#RUS>RUT>TUR>Turov
276;126;168;204;Lyubech;x;			#RUS>RUT>CHE>Chernigov
277;168;171;77;Chernigov;x;			#RUS>RUT>CHE>Chernigov
278;0;174;205;Pereyaslavl;x;		#RUS>RUT>PERE>Pereyaslavl
279;42;177;78;Samar;x;				#Caspian Pontic Steppe
280;84;180;206;Khortytsia;x;		#Caspian Pontic Steppe
281;126;183;79;Oleshye;x;			#Caspian Pontic Steppe
282;168;186;207;Kalos Limen;x;		#Caspian Pontic Steppe
283;0;189;80;Chersonesus;x;			#Caspian Pontic Steppe
284;42;192;208;Theodosia;x;			#Caspian Pontic Steppe
285;84;195;81;Kerch;x;				#Caspian Pontic Steppe
286;126;198;209;Taganrog;x;			#Caspian Pontic Steppe
287;168;201;82;Bakhmut;x;			#Caspian Pontic Steppe
288;0;204;210;Kharka;x;				#Caspian Pontic Steppe
289;42;207;83;Oskol;x;				#Caspian Pontic Steppe
290;84;210;211;Novgorod Seversky;x;	#RUS>RUT>CHE>Novgorod-Seversky
291;126;0;84;Smolensk;x;			#RUS>WRU>SMO>Smolensk
292;168;3;212;Vyazma;x;				#RUS>WRU>SMO>Smolensk
293;0;6;85;Dmitrov;x;				#RUS>OPO>OPO>Moskva
294;42;9;213;Uglich;x;				#RUS>OPO>OPO>Yaroslavl
295;84;12;86;Yaroslavl;x;			#RUS>OPO>OPO>Yaroslavl
296;126;15;214;Pereyaslavl Zalessky;x; #RUS>OPO>OPO>Suzdal
297;168;18;87;Rostov;x;				#RUS>OPO>OPO>Yaroslavl
298;0;21;215;Moskva;x;				#RUS>OPO>OPO>Moskva
299;42;24;88;Debryansk;x;			#RUS>RUT>CHE>Chernigov
300;84;27;216;Pronsk;x;				#RUS>OPO>RYA>Tula
301;126;30;89;Kolomna;x;			#RUS>OPO>OPO>Moskva
302;168;33;217;Saransk;x;			#RUS>OPO>OPO>Moskva
303;0;36;90;Ryazan;x;				#RUS>OPO>RYA>Ryazan
304;42;39;218;Murom;x;				#RUS>OPO>RYA>Ryazan
305;84;42;91;Vladimir;x;			#RUS>OPO>OPO>Vladimir
306;126;45;219;Starodub-on-the-klyazma;x;	#RUS>OPO>OPO>Vladimir
307;168;48;92;Nizhny Novgorod;x;	#RUS>OPO>NIZ>Nizhny-Novgorod
308;84;57;221;Mozhaysk;x;			#RUS>WRU>SMO>Mozhaysk
309;0;66;95;Cheboksary;x;
310;42;69;223;Simbirsk;x;
311;84;72;96;Saratov;x;
312;126;75;224;Khopyor;x;
313;168;78;97;Kazarki;x;			#Caspian Pontic Steppe
314;0;81;225;Sarysyn;x;				#Caspian Pontic Steppe
315;42;84;98;Tana;x;				#Caspian Pontic Steppe
316;84;87;226;Azov;x;				#Caspian Pontic Steppe
317;126;90;99;Tmutarakan;x;			#Caspian Pontic Steppe
318;168;93;227;Yaseni;x;			#Caspian Pontic Steppe
319;0;96;0;Nicopsia;x;
320;42;99;128;Kutaisi;x;
321;84;102;1;Tasqala;x;				#Caspian Pontic Steppe
322;126;105;129;Cabarda;x;			#Caspian Pontic Steppe
323;168;108;2;Khazaran;x;
324;0;111;130;Beksima;x;
325;42;114;3;Petigoria;x;			#Caspian Pontic Steppe
326;84;117;131;Sarkel;x;
327;126;120;4;Ukek;x;				#Caspian Pontic Steppe
328;168;123;132;Samar;x;
329;0;126;5;Bolghar;x;
330;126;135;134;Bilyar;x;
331;168;138;7;Ashli;x;
332;0;141;135;Ufa;x;
333;42;144;8;Pecheneg;x;
334;84;147;136;Uzens;x;
335;126;150;9;Atyrau;x;				#Kazakh
336;168;153;137;Saray;x;
337;0;156;10;Itil;x;
338;42;159;138;Akkityk;x;			#Turkestan
339;84;162;11;Ak-Dzulpas;x;			#Turkestan
340;126;165;139;Kassarma;x;			#Turkestan
341;168;168;12;Aktau;x;				#Turkestan
342;0;171;140;Bailjar;x;			#Turkestan
343;42;174;13;river_daugava;x;
344;84;177;141;Kyzyl-Su;x;			#Turkestan
345;126;180;14;river_thames;x;
346;168;183;142;river_thames;x;
347;0;186;15;river_thames;x;
348;42;189;143;Yangadzha;x;			#Turkestan
349;84;192;16;sea_gulf_riga;x;
350;0;201;145;sea_baltic;x;
351;42;204;18;sea_coast_of_oland;x;
352;84;207;146;sea_coast_of_oland;x;
353;126;210;19;sea_coast_of_lithuania;x;
354;168;0;147;sea_baltic;x;
355;0;3;20;sea_baltic;x;
356;42;6;148;sea_coast_of_pomerania;x;
357;84;9;21;HUNGARIAN-MORAVIAN MOUNTAINS;x;
358;126;12;149;sea_arkona_basin;x;
359;168;15;22;sea_sydfynskeohav;x;
360;0;18;150;sea_skagerrak;x;
361;168;60;157;IBERIAN IMPASSABLE TERRAIN 8;x;
362;42;81;33;sea_coast_norway;x;
363;84;84;161;sea_coast_denmark;x;
364;126;87;34;Shirvan;x;
365;168;90;162;Shemakha;x;
366;0;93;35;Gandzasar;x;
367;42;96;163;Kapan;x;
368;84;99;36;Dvin;x;
369;126;102;164;Nukhpata;x;
370;168;105;37;Derbent;x;			#Caspian Pontic Steppe
371;0;108;165;Kumukh;x;			#Caspian Pontic Steppe
372;42;111;38;Telavi;x;
373;84;114;166;Batumi;x;
374;126;117;39;Trebizond;x;
375;168;120;167;Gori;x;
376;0;123;40;Oltisi;x;
377;42;126;168;Ani;x;
378;84;129;41;Van;x;
379;126;132;169;sea_limfjord;x;
380;168;135;42;sea_zuiderzee;x;
381;0;138;170;sea_zeeland;x;
382;42;141;43;sea_thames_estuary;x;
383;84;144;171;sea_coast_suffolk;x;
384;126;147;44;sea_the_wash;x;
385;168;150;172;river_humber;x;
386;0;153;45;sea_east_english_coast;x;
387;42;156;173;sea_north_sea;x;
388;84;159;46;sea_eastern_coast_scotland;x;
389;126;162;174;sea_orkney;x;
390;168;165;47;sea_north_sea;x;
391;0;168;175;sea_atlantic;x;
392;42;171;48;sea_hebrides;x;
393;84;174;176;sea_atlantic;x;
394;126;177;49;sea_the_minch;x;
395;168;180;177;sea_firth_of_clyde;x;
396;0;183;50;sea_hebrides;x;
397;42;186;178;Manzikert;x;
398;84;189;51;Tzimisca;x;
399;126;192;179;Martyropolis;x;
400;168;195;52;Theodosiopolis;x;
401;0;198;180;Cerasus;x;
402;42;201;53;Colonea;x;
403;84;204;181;Melitene;x;
404;126;207;54;sea_irish;x;
405;168;210;182;sea_irish;x;
406;0;0;55;sea_irish;x;
407;42;3;183;sea_celtic;x;
408;84;6;56;sea_bristol_channel;x;
409;126;9;184;sea_irish;x;
410;168;12;57;sea_coast_of_ailech;x;
411;0;15;185;sea_galway_bay;x;
412;42;18;58;HUNGARIAN-MORAVIAN MOUNTAINS;x;
413;84;21;186;HUNGARIAN-MORAVIAN MOUNTAINS;x;
414;126;24;59;HUNGARIAN-MORAVIAN MOUNTAINS;x;
415;168;27;187;CARPATHIANS;x;
416;0;30;60;CARPATHIANS;x;
417;42;33;188;CARPATHIANS;x;
418;84;36;61;sea_dingle_bay;x;
419;126;39;189;sea_courtmacsherry_bay;x;
420;168;42;62;sea_celtic;x;
421;0;45;190;sea_english_channel;x;
422;42;48;63;sea_english_channel;x;
423;84;51;191;sea_english_channel;x;
424;126;54;64;sea_english_channel;x;
425;168;57;192;sea_english_channel;x;
426;0;60;65;Eastern Sahara;x; #Impassable
427;42;63;193;Central Africa;x; #Impassable
428;84;66;66;CARPATHIANS;x;
429;126;69;194;CARPATHIANS;x;
430;168;72;67;SOUTHEASTERN TAURUS;x;
431;0;75;195;Ablastha;x;
432;42;78;68;Lykandos;x;
433;84;81;196;Kaisereia;x;
434;126;84;69;Amisos;x;
435;168;87;197;Sinope;x;
436;0;90;70;Herakleia;x;
437;42;93;198;Nikomedia;x;
438;84;96;71;Prusa;x;
439;126;99;199;Kyzikos;x;
440;168;102;72;Abydos;x;
441;0;105;200;Smyrna;x;
442;42;108;73;Ephesos;x;
443;84;111;201;Halikarnassos;x;
444;126;114;74;Laodikeia;x;
445;168;117;202;Dorylaion;x;
446;0;120;75;Nikaea;x;
447;42;123;203;Paphlagonia;x;
448;84;126;76;Galatia;x;
449;126;129;204;Ankyra;x;
450;168;132;77;Sozopolis;x;
451;0;135;205;Attaleia;x;
452;42;138;78;Limisol;x;
453;84;141;206;Famagusta;x;
454;126;144;79;Seleukia;x;
455;168;147;207;Ikonion;x;
456;0;150;80;Tyana;x;
457;42;153;208;Tarsus;x;
458;84;156;81;Adana;x;
459;126;159;209;Czech Mountains 1;x;
460;168;162;82;Czech Mountains 2;x;
461;0;165;210;Czech Mountains 3;x;
462;42;168;83;Czech Mountains 4;x;
463;84;171;211;Czech Mountains 5;x;
464;126;174;84;Czech Mountains 6;x;
465;168;177;212;Czech Mountains 7;x;
466;0;180;85;Czech Mountains 8;x;
467;42;183;213;Czech Mountains 9;x;
468;84;186;86;Czech Mountains 10;x;
469;126;189;214;Czech Mountains 11;x;
470;168;192;87;German Mountains 1;x;
471;0;195;215;German Mountains 2;x;
472;42;198;88;German Mountains 3;x;
473;84;201;216;German Mountains 4;x;
474;126;204;89;German Mountains 5;x;
475;168;207;217;German Mountains 6;x;
476;0;210;90;German Mountains 7;x;
477;42;0;218;German Mountains 8;x;
478;84;3;91;German Mountains 9;x;
479;126;6;219;German Mountains 10;x;
480;168;9;92;German Mountains 11;x;
481;0;12;220;German Mountains 12;x;
482;42;15;93;French Mountains 2;x;
483;84;18;221;Central Apennine Mountains 1;x;
484;126;21;94;Central Apennine Mountains 2;x;
485;168;24;222;Southern Apennine Mountains;x;
486;0;27;95;Atlas Mountains 1;x;
487;42;30;223;Atlas Mountains 2;x;
488;84;33;96;Atlas Mountains 3;x;
489;126;36;224;Atlas Mountains 4;x;
490;168;39;97;Atlas Mountains 5;x;
491;0;42;225;Atlas Mountains 6;x;
492;42;45;98;Atlas Mountains 7;x;
493;84;48;226;Atlas Mountains 8;x;
494;126;51;99;Atlas Mountains 9;x;
495;168;54;227;Atlas Mountains 10;x;
496;0;57;0;Tell Atlas Mountains 1;x;
497;42;60;128;Tell Atlas Mountains 2;x;
498;84;63;1;Tell Atlas Mountains 3;x;
499;126;66;129;Tell Atlas Mountains 4;x;
500;168;69;2;Tell Atlas Mountains 5;x;
501;0;72;130;Tell Atlas Mountains 6;x;
502;42;75;3;Tell Atlas Mountains 7;x;
503;84;78;131;Tell Atlas Mountains 8;x;
504;43;96;13;SOUTH CARPATHIANS;x;
505;169;45;132;Aqtobe;x;		#Kazakh
506;1;48;5;Iletsk;x;			#Kazakh
507;127;57;134;Yangikent;x;		#Turkestan
508;169;60;7;Jend;x;			#Turkestan
509;43;66;8;Afrasiyab;x;
510;169;132;182;Roslavl;x;
511;1;135;55;Lukoml;x;				#RUS>RUT>POL>Lukoml
512;42;39;68;sea_aegean;x;
513;84;42;196;sea_crete;x;
514;126;45;69;sea_libya;x;
515;168;48;197;sea_nile_delta;x;
516;0;51;70;sea_jerusalem;x;
517;42;54;198;sea_cyprus;x;
518;0;54;35;sea_aegean;x;
519;168;63;72;sea_aral;x;
520;0;66;200;sea_gulf_alexandretta;x;
521;42;69;73;sea_gulf_antalya;x;
522;84;72;201;sea_marmara;x;
523;126;75;74;sea_gulf_varna;x;
524;168;78;202;sea_black;x;
525;0;81;75;sea_black;x;
526;42;84;203;sea_black;x;
527;0;96;205;sea_caspian;x;
528;84;180;56;sea_morocco;x;
529;126;183;184;sea_gibraltar;x;
530;84;135;176;sea_malaren;x;
531;168;141;177;lake_hjalmaren;x;
532;0;144;50;lake_vattern;x;
533;126;153;179;sea_dover;x;
534;168;156;52;sea_english_channel;x;
535;0;159;180;sea_english_channel;x;
536;42;162;53;sea_st_georges_channel;x;
537;84;87;76;sea_azov;x;
538;168;21;157;sea_finisterre;x;
539;126;78;39;sea_waddenzee;x;
540;42;27;158;sea_bay_biscay;x;
541;126;168;54;sea_donegal_bay;x;
542;168;36;32;sea_bretagne;x;
543;0;39;160;Atlantic;x;
544;0;111;80;Tiveriade Lake;x;
545;42;12;28;sea_portugal;x;
546;0;9;155;sea_gulf_cadiz;x;
547;42;114;208;Dead Sea;x;
548;0;69;165;sea_north_sea;x;
549;42;72;38;sea_north_sea;x;
550;42;6;98;sea_celtic;x;
551;168;81;167;sea_the_minch;x;
552;0;84;40;sea_moray_firth;x;
553;42;87;168;sea_firth_of_forth;x;
554;84;90;41;sea_east_english_coast;x;
555;126;93;169;sea_dogger_bank;x;
556;42;102;43;sea_the_sound;x;
557;84;105;171;sea_heligoland;x;
558;126;108;44;sea_kattegat;x;
559;168;111;172;sea_gulf_gdansk;x;
560;0;114;45;sea_bight_of_hano;x;
561;42;117;173;sea_baltic;x;
562;84;120;46;sea_gulf_bothnia;x;
563;168;6;27;sea_english_channel;x;
564;126;18;29;sea_english_channel;x;
565;42;42;33;sea_alboran;x;
566;126;60;199;Lori;x;
567;0;24;30;sea_asturias;x;
568;42;177;183;sea_bay_biscay;x;
569;0;174;55;sea_bay_biscay;x;
570;84;30;31;sea_aegean;x;
571;84;165;181;sea_irish;x;
572;168;186;57;sea_alboran;x;
573;0;189;185;sea_gulf_valencia;x;
574;42;192;58;sea_algier;x;
575;84;195;186;sea_algier;x;
576;126;198;59;sea_sardinia;x;
577;168;201;187;sea_gulf_lion;x;
578;0;204;60;ALP LAKES;x;
579;42;207;188;sea_cote_dazur;x;
580;84;210;61;sea_gulf_genoa;x;
581;126;0;189;sea_tyrrhenian;x;
582;168;3;62;sea_sardinian_coast;x;
583;0;6;190;sea_gulf_napoli;x;
584;42;9;63;sea_palermo;x;
585;84;12;191;sea_sicilian_narrows;x;
586;126;15;64;sea_malta;x;
587;168;18;192;sea_libya;x;
588;0;21;65;sea_gulf_taranto;x;
589;42;24;193;sea_ionia;x;
590;84;27;66;sea_strait_otranto;x;
591;169;135;147;BALKAN MOUNTAINS;x;
592;1;138;20;BALKAN MOUNTAINS;x;
593;43;141;148;BALKAN MOUNTAINS;x;
594;85;144;21;BALKAN MOUNTAINS;x;
595;127;147;149;BALKAN MOUNTAINS;x;
596;169;150;22;BALKAN MOUNTAINS;x;
597;1;168;25;JEBEL_BEJA;x;
598;43;171;153;JEBEL_BEJA;x;
599;85;174;26;river_vistula;x;
600;127;177;154;river_vistula;x;
601;169;180;27;river_vistula;x;
602;1;183;155;river_vistula;x;
603;43;186;28;river_dniester;x;
604;85;189;156;river_dniester;x;
605;127;192;29;river_danube;x;
606;169;195;157;river_danube;x;
607;1;198;30;river_danube;x;
608;43;201;158;river_danube;x;
609;85;204;31;sea_caspian;x;
610;127;207;159;river_danube;x;
611;169;210;32;sea_caspian;x;
612;1;0;160;river_danube;x;
613;43;3;33;river_danube;x;
614;85;6;161;river_danube;x;
615;127;9;34;NUBIAN_DESERT_SOUTH;x;
616;169;12;162;Chott el Djerid;x;
617;1;15;35;river_dnieper;x;
618;43;18;163;river_dnieper;x;
619;85;21;36;river_dnieper;x;
620;127;24;164;river_desna;x;
621;169;27;37;river_desna;x;
622;1;30;165;river_desna;x;
623;85;36;166;river_dnieper;x;
624;127;39;39;river_dnieper;x;
625;169;42;167;river_pripyat;x;
626;1;45;40;WOLLO_HIGHLANDS;x;
627;43;48;168;river_daugava;x;
628;85;51;41;river_daugava;x;
629;127;54;169;river_pripyat;x;
630;127;69;44;WOLLO_HIGHLANDS;x;
631;169;72;172;WOLLO_HIGHLANDS;x;
632;1;75;45;river_don;x;
633;43;78;173;river_don;x;
634;85;81;46;river_volga;x;
635;127;84;174;river_volga;x;
636;169;87;47;river_volga;x;
637;1;90;175;river_volga;x;
638;43;93;48;river_volga;x;
639;85;96;176;river_volga;x;
640;127;99;49;river_volga;x;
641;169;102;177;river_oka;x;
642;85;111;51;river_oka;x;
643;127;114;179;river_volga;x;
644;169;117;52;river_oka;x;
645;85;126;181;EASTERN DESERT;x;
646;127;127;54;EASTERN DESERT;x;
647;126;30;194;sea_adriatic_sea;x;
648;168;33;67;sea_gulf_venice;x;
649;0;36;195;sea_aegean;x;
650;127;6;69;Bhakkar;x;
651;43;135;218;Sutkend;x;			#Turkestan
652;43;150;93;Chach;x;				#Turkestan
653;43;165;223;Bannu;x;
654;127;198;164;Turgay;x;
655;1;6;40;EASTERN DESERT;x;
656;85;57;176;Debul;x;
657;127;75;179;Ranikot;x;
658;85;87;181;river_indus;x;
659;127;90;54;river_indus;x;
660;169;93;182;river_indus;x;
661;1;96;55;Qualnsiyah;x;
662;1;126;60;SINAI DESERT;x;
663;85;132;61;SINAI DESERT;x;
664;43;144;63;JIBAL-AL-HIJAZI;x;
665;1;156;65;JIBAL-AL-HIJAZI;x;
666;85;162;66;JIBAL-AL-HIJAZI;x;
667;169;168;67;DANAKIL_HILLS;x;
668;1;171;195;AD-DAHNA DESERT;x;
669;169;183;197;Rajanpur;x;
670;127;195;199;SYRIAN DESERT;x;
671;169;198;72;SYRIAN DESERT;x;
672;169;60;212;Socotra;x;
673;1;63;85;Mohenjo_Daro;x;
674;43;66;213;Larkana;x;
675;85;69;86;Badah;x;
676;127;72;214;SYRIAN DESERT;x;
677;169;75;87;Rojhan;x;
678;1;78;215;Kafirkot;x;
679;43;81;88;Daraban;x;
680;127;87;89;Gurganj;x;		#Turkestan
681;169;90;217;SYRIAN IMPASSABLE;x;
682;1;93;90;SYRIAN IMPASSABLE;x;
683;85;99;91;sea_red_sea;x;
